inventory_id,product_id,stock,last_stock_date
397,397,61,2022-12-23
398,398,68,2023-03-01
399,399,62,2023-09-13
400,400,54,2022-01-27
401,401,42,2022-05-23
402,402,86,2023-04-05
403,403,99,2022-06-19
404,404,24,2022-05-01
405,405,59,2023-08-20
406,406,67,2022-12-07
407,407,52,2023-07-07
408,408,50,2023-12-01
409,409,30,2022-09-02
410,410,73,2022-07-06
411,411,35,2023-01-29
412,412,20,2023-07-30
413,413,24,2023-01-11
414,414,87,2023-11-04
415,415,81,2023-12-04
416,416,64,2023-06-26
417,417,58,2023-02-24
418,418,70,2023-08-06
419,419,94,2022-05-29
420,420,38,2023-08-25
421,421,98,2022-04-22
422,422,61,2022-12-08
423,423,96,2023-11-05
424,424,78,2023-09-08
425,425,40,2022-04-21
426,426,88,2022-10-17
427,427,31,2023-01-16
428,428,33,2022-10-04
429,429,81,2022-11-02
430,430,45,2022-01-22
431,431,46,2023-02-09
432,432,74,2022-07-26
433,433,74,2022-08-14
434,434,34,2022-08-01
435,435,96,2023-10-24
436,436,35,2022-04-03
437,437,24,2023-04-27
438,438,57,2022-12-24
439,439,78,2022-08-11
440,440,67,2023-07-24
441,441,89,2023-03-16
442,442,38,2023-07-26
443,443,57,2023-04-12
444,444,44,2022-08-29
445,445,36,2022-06-16
446,446,67,2022-07-01
447,447,99,2023-03-13
448,448,47,2023-02-22
449,449,27,2022-09-20
450,450,76,2023-09-09
451,451,37,2023-11-14
452,452,62,2022-07-02
453,453,26,2023-10-16
454,454,61,2023-09-04
455,455,76,2022-04-12
456,456,95,2023-05-03
457,457,44,2022-01-12
458,458,68,2022-01-10
459,459,70,2022-04-18
460,460,51,2022-09-18
461,461,52,2023-12-06
462,462,79,2023-08-06
463,463,54,2023-12-11
464,464,33,2023-06-28
465,465,20,2022-05-03
466,466,34,2023-09-26
467,467,51,2023-03-01
468,468,55,2023-10-22
469,469,98,2022-07-02
470,470,35,2023-12-05
471,471,91,2022-02-01
472,472,96,2022-07-10
473,473,66,2022-04-06
474,474,82,2022-03-17
475,475,60,2023-05-18
476,476,30,2023-09-18
477,477,68,2022-03-06
478,478,41,2022-12-08
479,479,28,2023-08-20
480,480,53,2022-09-17
481,481,68,2022-12-08
482,482,96,2023-11-25
483,483,91,2023-09-23
484,484,99,2023-08-26
485,485,52,2022-10-22
486,486,78,2023-07-07
487,487,60,2022-04-20
488,488,25,2023-10-24
489,489,61,2022-07-26
490,490,51,2023-06-01
491,491,69,2023-10-13
492,492,85,2023-09-23
493,493,82,2023-09-14
494,494,21,2022-08-18
495,495,57,2023-01-07
496,496,90,2023-07-12
497,497,77,2022-10-28
498,498,87,2023-12-05
499,499,58,2022-07-27
500,500,69,2022-01-26
501,501,40,2023-10-16
502,502,87,2023-03-29
503,503,46,2022-12-13
504,504,58,2023-03-18
505,505,24,2023-08-04
506,506,86,2023-04-24
507,507,76,2022-04-07
508,508,30,2022-05-18
509,509,98,2022-11-03
510,510,22,2022-08-23
511,511,54,2022-05-27
512,512,86,2023-02-13
513,513,25,2023-11-20
514,514,34,2022-01-07
515,515,89,2023-06-03
516,516,72,2023-07-20
517,517,25,2022-02-24
518,518,76,2022-03-26
519,519,82,2022-08-06
520,520,46,2023-10-15
521,521,53,2023-08-11
522,522,61,2022-07-15
523,523,26,2023-11-13
524,524,36,2023-05-17
525,525,62,2023-02-18
526,526,68,2023-12-14
527,527,37,2022-02-24
528,528,54,2023-03-15
529,529,84,2022-10-02
530,530,78,2022-04-23
531,531,59,2022-11-02
532,532,95,2023-01-11
533,533,79,2022-12-17
534,534,91,2023-06-06
535,535,86,2022-09-14
536,536,95,2023-12-01
537,537,96,2022-01-25
538,538,78,2022-05-18
539,539,48,2022-05-15
540,540,58,2023-08-16
541,541,57,2023-08-14
542,542,91,2023-03-02
543,543,74,2022-04-22
544,544,74,2022-01-18
545,545,72,2023-01-03
546,546,86,2023-02-02
547,547,59,2023-03-09
548,548,83,2022-10-28
549,549,52,2023-08-21
550,550,78,2023-06-30
551,551,31,2023-04-29
552,552,63,2022-03-16
553,553,67,2023-08-24
554,554,95,2022-05-30
555,555,92,2023-11-11
556,556,77,2022-10-24
557,557,87,2023-10-13
558,558,67,2022-04-11
559,559,65,2022-05-06
560,560,56,2022-10-05
561,561,48,2022-09-21
562,562,95,2022-11-18
563,563,25,2023-04-01
564,564,93,2022-07-02
565,565,96,2023-06-10
566,566,68,2023-04-10
567,567,57,2023-09-30
568,568,55,2022-06-04
569,569,36,2022-07-05
570,570,21,2023-10-16
571,571,58,2022-12-11
572,572,67,2023-03-01
573,573,50,2023-11-17
574,574,57,2022-07-09
575,575,77,2023-04-12
576,576,50,2022-04-27
577,577,96,2022-07-14
578,578,24,2023-02-17
579,579,45,2023-05-18
580,580,38,2022-06-18
581,581,39,2023-04-24
582,582,20,2023-02-07
583,583,37,2022-10-26
584,584,56,2023-10-23
585,585,46,2023-11-08
586,586,68,2023-01-18
587,587,96,2022-11-08
588,588,92,2023-11-23
589,589,91,2023-04-11
590,590,30,2023-03-26
591,591,93,2022-10-17
592,592,85,2022-12-25
593,593,27,2023-06-07
594,594,95,2022-09-03
595,595,25,2023-10-02
596,596,85,2023-09-13
597,597,84,2022-06-17
598,598,29,2022-06-06
599,599,58,2022-03-08
600,600,51,2022-01-08
601,601,31,2022-04-22
602,602,46,2023-05-27
603,603,59,2023-12-18
604,604,37,2022-08-06
605,605,21,2022-06-21
606,606,46,2023-03-17
607,607,1,2022-08-01
608,608,20,2023-02-17
609,609,7,2022-10-30
610,610,18,2022-07-20
611,611,4,2023-07-25
612,612,8,2022-05-04
613,613,23,2022-10-16
614,614,5,2023-07-30
615,615,2,2023-02-21
616,616,14,2022-05-24
617,617,6,2023-08-24
618,618,8,2022-03-21
619,619,14,2023-04-18
620,620,11,2023-07-16
621,621,11,2023-02-25
622,622,7,2023-12-12
623,623,25,2023-10-26
624,624,3,2022-09-30
625,625,18,2023-10-18
626,626,10,2022-03-14
627,627,4,2022-01-15
628,628,23,2022-01-13
629,629,24,2022-02-25
630,630,12,2023-12-08
631,631,3,2023-11-05
632,632,9,2023-08-08
633,633,22,2023-04-02
634,634,7,2022-10-01
635,635,16,2022-11-10
636,636,2,2022-05-17
637,637,22,2023-07-29
638,638,1,2023-10-10
639,639,14,2023-06-27
640,640,11,2023-10-28
641,641,15,2022-03-04
642,642,7,2022-11-16
643,643,25,2022-01-12
644,644,17,2023-01-25
645,645,15,2022-08-02
646,646,12,2022-12-12
647,647,2,2022-05-03
648,648,23,2022-06-21
649,649,6,2022-03-05
650,650,21,2022-09-04
651,651,9,2023-01-10
652,652,21,2022-11-14
653,653,1,2022-07-08
654,654,15,2023-04-13
655,655,19,2022-05-19
656,656,22,2022-05-05
657,657,11,2023-10-26
658,658,4,2023-10-26
659,659,1,2023-08-04
660,660,16,2023-04-04
661,661,11,2022-11-10
662,662,19,2023-11-16
663,663,3,2022-11-22
664,664,15,2023-05-04
665,665,25,2022-04-23
666,666,7,2023-04-02
667,667,5,2022-11-04
668,668,24,2022-07-27
669,669,21,2022-08-26
670,670,3,2022-12-05
671,671,8,2023-05-10
672,672,13,2022-10-14
673,673,22,2022-09-25
674,674,16,2022-01-20
675,675,18,2023-01-15
676,676,16,2023-07-22
677,677,17,2022-10-15
678,678,25,2022-04-19
679,679,11,2022-04-03
680,680,24,2022-01-29
681,681,5,2023-05-15
682,682,25,2023-07-30
683,683,10,2022-03-01
684,684,24,2022-02-07
685,685,21,2022-03-23
686,686,12,2022-07-26
687,687,21,2022-05-08
688,688,15,2023-07-30
689,689,15,2023-11-12
690,690,8,2023-09-07
691,691,9,2022-06-08
692,692,1,2022-07-05
693,693,10,2022-10-01
694,694,19,2023-01-15
695,695,12,2022-09-18
696,696,25,2023-07-18
697,697,23,2023-02-25
698,698,23,2023-01-20
699,699,21,2023-04-27
700,700,21,2022-05-27
701,701,16,2023-02-25
702,702,19,2022-04-04
703,703,24,2022-12-23
704,704,13,2023-03-20
705,705,1,2023-02-23
706,706,6,2023-03-05
707,707,25,2022-02-21
708,708,2,2023-01-07
709,709,16,2022-11-29
710,710,7,2022-03-12
711,711,7,2022-08-12
712,712,7,2022-01-11
713,713,25,2022-01-24
714,714,14,2023-07-20
715,715,13,2022-09-29
716,716,18,2022-10-18
717,717,13,2023-10-09
718,718,24,2023-07-06
719,719,15,2023-01-08
720,720,11,2023-01-02
721,721,15,2023-04-11
722,722,18,2022-08-27
723,723,15,2023-12-19
724,724,8,2022-11-26
725,725,8,2022-01-05
726,726,18,2022-07-24
727,727,5,2023-05-06
728,728,20,2022-12-01
729,729,23,2022-04-10
730,730,21,2022-09-07
731,731,4,2023-08-20
732,732,17,2023-12-23
733,733,13,2023-11-17
734,734,1,2022-09-26
735,735,2,2023-06-27
736,736,16,2023-02-01
737,737,15,2022-04-08
738,738,10,2022-02-10
739,739,13,2022-06-14
740,740,14,2022-04-19
741,741,9,2022-07-09
742,742,16,2022-05-17
743,743,19,2022-03-21
744,744,4,2022-03-16
745,745,5,2023-10-28
746,746,11,2022-07-16
747,747,22,2023-05-06
748,748,19,2022-05-07
749,749,24,2023-07-07
750,750,5,2023-01-26
751,751,24,2022-02-12
752,752,10,2022-04-25
753,753,10,2022-07-14
754,754,12,2023-04-08
755,755,10,2023-05-22
756,756,7,2022-12-08
757,757,5,2023-11-16
758,758,13,2023-08-30
759,759,14,2022-09-21
760,760,13,2023-06-06
761,761,22,2023-08-21
762,762,5,2022-11-14
763,763,18,2022-12-13
764,764,21,2022-01-06
765,765,23,2022-01-01
